id,words
1016,"['02', 'we', 'should', 'look', 'into', 'this', 'ryan', 'flemmings', 'oae', 'cesi', '(', 'nd', ""'"", 'eence', 'lul', 'lhobio', 'doel', 'inteuan', 'hotet', 'parc', ':', 'karaaulm', 'calgerie', 'poru', 'vecdres', 'lli', '=', 'dopique', 'ca', 'jsocibie', '(', '@', 'loranml', '[', 'rubinat', 'ju', '=', 'Because']"
1017,"['we', ""'re"", 'going', 'to', 'follow', 'flemmings', 'there', 'as', 'soon', 'as', 'he', 'gets', 'back', 'in', 'town', ':', 'I', 'am', 'going', 'to', 'follow', 'him', ':', 'even', 'you', 'had', 'particularly', 'ardent', 'death', 'wish', 'would', ""n't"", 'let', 'you', 'set', 'foot', 'in', 'the', 'grim', 'goblin', '.', 'they']"
1018,"['we', 'have', 'much', 'more', 'pressing', 'matters', 'we', 'need', 'to', 'talk', 'about', 'tonight', 'flemmings', 'will', 'be', 'back', 'in', 'town', 'in', 'two', 'days', 'and', 'we', 'better', 'start', 'planning', 'our', 'little', 'infiltration', ':', 'do', 'we', 'have', 'enough', 'time', 'to', 'build', 'a', 'file', 'on', 'him', '?']"
1019,"['flemmings', '336', 'december', '20th', '19h30', 'pete', 'mark', '225', 'tae', 'room', '336', '.', 'perfect']"
1020,"[""'ll"", 'see', 'about', 'that', ',', 'flemmings', '.', 'odiamhhhh']"
1021,"['you', 'knew', 'flemmings', 'and', 'i', 'were', 'meeting', '.', 'you']"
1022,"['swao', 'Flemmings', 'came', 'back', 'with', 'a', 'pink', 'dress', 'to', 'propose', 'to', 'you', ':', 'H', 'i', '?']"
1023,['flemmings']
1024,"['least', 'you', 'did', ""n't"", 'take', 'your', 'findings', 'with', 'you', 'into', 'your', 'tomb', 'so', 'what', 'did', 'you', 'discover', 'in', 'flemmings', 'room', '?']"
1025,"['finally', 'flemmings', 'Yet', 'not', 'a', 'one', 'of', 'them', 'knew', 'the', 'apostle', ""'s"", 'identity', 'flemmings', 'mentioned', 'an', 'associate', 'still', 'overseas', 'there', 'must', 'be', 'others', '.', 'but']"
1026,"[""'re"", 'with', 'flemmings', 'Noce', ':', 'associate', 'will', 'recurn', 'eo', 'ardhalis', 'in', 'cwio', 'weeks', 'He']"
1027,"['all', 'this', ';', 'i', 'barely', 'wrote', 'anything', 'down', '.', 'flemmings']"
1028,"['least', 'i', 'found', 'a', 'few', 'names', 'Questions', ',', 'questions', ',', 'only', 'questions', 'the', 'weapons', 'operation', 'is', ""n't"", 'any', 'clearer', 'what', ""'s"", 'the', 'link', 'between', 'flemmings', ""'"", 'circus', 'tickets', 'the', 'stains', 'on', 'his', 'clothes', 'and', 'the', 'nitroglycerine', '?']"
1029,"[""'s"", 'the', 'one', 'on', 'flemmings', ""'s"", 'ticket', '.', 'the']"
1030,"['of', 'the', 'circus', ',', 'we', 'should', 'probably', 'look', 'into', 'it', '.', 'flemmings']"
1031,"['would', 'flemmings', 'attend', 'the', 'private', 'reception', '?']"
1032,"['who', 'just', 'joined', 'the', 'party', '.', 'Flemmings']"
1033,"['and', 'flemmings', 'ensured', 'its', 'transfer', 'to', 'their', 'usual', 'hideout', '.', 't']"
1034,"['we', 'still', 'have', 'to', 'figure', 'out', 'what', 'flemmings', 'will', 'be', 'doing', 'there', 'with', 'the', 'others', 'i', 'did', ""n't"", 'join', 'the', 'security', 'team', 'because', 'infiltrating', 'the', 'event', 'the', 'old', 'fashioned', 'way', 'will', 'reap', 'better', 'results', 'but', 'they', 'will', 'be', 'there', 'too', 'belbl', 'Gelt', 'We']"
1035,"['woman', 'is', 'so', 'random', ':', 'Purple', 'hyacinth', 'Episode', 'Where', 'is', 'my', 'sweet', 'handsome', 'butler', '?']"
1036,"['it', ""'s"", 'not', 'nearly', 'as', 'handsome', 'as', 'my', 'dear', 'mr', '.', 'butler', ""'s"", '.', 'ooohh', ',', 'mr', '.', 'butleri', 'how', 'i', 'miss', 'himi', 'Wherever']"
1037,"['was', 'very', 'scared', ',', 'but', 'my', 'sweet', ',', 'handsome', ',', 'courageous', 'butler', 'reassured', 'me', 'but', 'now', ')', 'he']"
1038,"['aahhh', ',', 'or', 'maybe', 'one', 'of', 'the', 'two', 'men', 'is', 'just', 'very', 'skinny', 'what', 'if', 'those', 'uncouth', 'monsters', 'kidnapped', 'my', 'dapper', 'shiny', 'mr', '.', 'butler', '?']"
1039,"['butler', '!']"
1040,"['m', 'sure', 'they', 'were', 'here', 'to', 'kill', 'my', 'handsome', 'butleri', '!']"
1041,"['wo', 'nt', 'let', 'anyone', 'touch', 'my', 'princely', 'butleri', 'milady', 'where', 'did', 'they', 'Oh']"
1042,"['my', 'milady', 'dazzling', 'butler', '.', 'you']"
1043,"['butler', ',', 'did', 'you', 'see', 'the', 'men', 'she', ""'s"", 'talking', 'i', 'was', 'sooooo', 'scared', 'to', 'lose', 'you', 'my', 'statuesque', 'butleri', 'No', '.', 'you']"
1044,"['va', 'inoi', 'tim', 'sake', '.', 'kne']"
1045,"['Tim', 'sake', '.', 'is']"
1046,"['awfll', 'earn', 'my', 'friend', 'was', 'one', 'of', 'their', 'victim', 'alright', 'you', 'can', 'stop', 'lying', 'now', ',', 'sake', 'how', 'about', 'you', 'tell', 'me', 'what', 'ou', 'did', 'after', 'you', 'went', 'home', '?']"
1047,"['framed', 'heri', 'g0', 'search', 'his', 'house', 'and', 'you', 'll', 'seei', 'wmnn', 'Tim', 'sake', 'So']"
1048,"['up', 'innocent', 'passersby', 'is', 'low', ',', 'even', 'for', 'you', 'you', 'are', 'anything', 'but', 'innocent', ',', 'sake', '.', 'I']"
1049,"['if', 'you', 'want', 'me', 'to', 'make', 'a', 'wild', 'guess', ',', 'sake', '.', 'I']"
1050,"['Sakei', 'no', '!']"
1051,"['hijacked', 'the', 'operation', 'for', 'his', 'interests', ',', 'schening', 'his', 'own', 'revolution', 'nd', 'the', 'eader', ""'"", 's', 'back', ',', 'in', 'addition', 'to', 'the', 'weap', 'he', 'is', 'lso', 'importing', 'another', 'type', 'of', 'nerchandise', ',', 'rought', 'to', 'irdhalis', 'by', 'sake', ',', 'although', 'davenpor', '5', 'trusted', 'apostle', 'vi', '!']"
1052,"['pipers', 'with', 'hctrevoks', 'lobo', 'blick', '#', 'red', 'stains', 'tebrua', '1', '9', 'circus', 'Tim', 'sake', 'involved', 'in', 'the', 'allenda', '?']"
1053,"['sake', 'the', 'associate', 'that', 'just', 'got', 'back', 'from', 'overseas', 'yesterday', '.', 'uck']"
1054,"['ca', ""n't"", 'think', 'of', 'his', 'mission', 'right', 'now', 'the', 'car', 'was', 'borrowed', 'from', 'a', 'random', 'rich', 'family', 'the', 'car', 'was', ""n't"", 'borrowed', 'it', 'was', 'used', 'without', 'permission', 'to', 'pick', '4p', 'sake', 'before', 'the', 'explosion', '.', 'And']"
1055,"[""'s"", 'just', 'go', 'upstairs', '.', 'Sake']"
1056,"['Sake', 'and']"
1057,"['about', 'your', 'side', ',', 'sake', '?']"
1058,"['name', 'is', 'tim', 'sake', '.', 'We']"
1059,"['sake', 'He', ""'s"", 'back', 'in', 'town', '.', 'What']"
1060,"[""'s"", 'not', 'all', '.', 'sake']"
1061,"['as', 'if', 'that', 'was', ""n't"", 'enough', '.', 'sake']"
1062,"[';', 'We', 'have', 'nothing', 'on', 'the', 'woman', ',', 'but', 'you', 'said', 'the', 'man', 'is', 'named', 'tim', 'sake', '.', 'How']"
1063,"[""'s"", 'ticket', ',', 'the', 'tattoos', ',', 'now', 'her', 'and', 'sake', '.', 'fhabsa']"
1064,"['What', 'is', 'sake', 'doing', 'at', 'the', 'circus', '?']"
1065,"['sparing', 'with', 'you', 'is', 'just', 'as', 'fun', 'as', 'in', 'the', 'good', 'old', 'days', 'fc', '}', 'I', 'acthally', 'wanted', 'to', 'talk', 'with', 'sake', '.', 'too']"
1066,"['told', 'you', 'my', 'role', 'was', 'to', 'get', 'rid', 'of', 'nuisances', 'and', 'sake', ',', 'for', 'instance', ',', 'had', 'become', 'one', ':', 'a', 'bit', 'too', 'friendly', 'with', 'the', 'cops', 'and', 'too', 'arrogant', '.', 'what']"
1067,"['to', 'make', 'sure', 'sake', 'would', ""n't"", 'stab', 'her', 'to', 'death', 'in', 'a', 'back', 'alley', 'before', 'i', 'm', 'ready', 'to', 'get', 'rid', 'of', 'her', 'Oh', '?']"
1068,"['victims', 'name', 'is', 'tim', 'sake', ',', 'thirty', 'seven', 'years', 'old', '.', 'Been']"
1069,"['to', 'make', 'sure', 'sake', 'would', ""n't"", 'off', 'her', 'in', 'some', 'back', 'alley', 'before', 'i', ""'m"", 'ready', 'to', 'get', 'rid', 'of', 'her', '.', 'oh']"
1070,"['sake', ""'s"", 'fate', ',', 'she', ""'s"", 'next', 'on', 'your', 'list', ',', 'is', ""n't"", 'she', '?']"
1071,"['of', 'the', 'scandal', 'between', 'sake', 'and', 'you', ',', 'of', 'all', 'people', ':', 'He', 'tracked', 'me', 'down', 'and', 'contacted', 'me', '.', 'he']"
1072,"['know', 'my', 'old', 'friend', 'sake', 'was', 'involved', 'there', ""'s"", 'a', 'woman', 'we', 'still', 'have', ""n't"", 'been', 'able', 'to', 'identify', '.', 'middle']"
1073,"['was', 'only', 'his', 'hat', 'and', 'with', 'what', 'sake', 'said', 'Are', 'the', 'people', 'in', 'the', 'car', 'still', 'alive', '?']"
1074,"['sake', 'was', 'murdered', 'tonight', '.', 'tjense']"
1075,"['sc', 'the', 'uhe', 'nene', 'murder', 'royale', ""'s"", ""'"", 'horrible', '`', 'circus', 'the', 'uribumo', 'faal', 'no', 'healesi', 'I', 'saw', '.', 'sake']"
1076,"['know', 'they', ""'ll"", 'be', 'on', 'my', 'back', 'because', 'of', 'my', 'history', 'with', 'sake', '.', 'This']"
1077,"['exactly', 'happened', 'with', 'sake', 'last', 'year', '?']"
1078,"['I', 'ran', 'there', ',', 'only', 'to', 'find', 'sake', 'bleeding', 'on', 'the', 'ground', '.', 'The']"
1079,"['you', 'left', 'becalse', 'you', 'saw', 'sake', 'in', 'the', 'tent', '?']"
1080,"['now', 'sake', '.', 'people']"
1081,"['strike', 's0', 'suddenly', 'nobody', 'is', 'safe', 'sake', ':', 'yes', '!']"
1082,"['though', 'we', 'went', 'to', 'eat', 'together', 'after', 'sake', ""'s"", 'case', 'and', 'everything', 'was', 'fine', '!']"
1083,"['Yesi', 'slan', 'A', 'week', 'already', 'they', 'have', ""n't"", 'found', 'anything', 'on', 'sake', 'yet', 'But']"
1084,"['hearing', 'about', 'your', 'little', 'misadventures', 'with', 'our', 'good', 'friend', 'sake', '.', 'I']"
1085,"['way', 'sake', 'wormed', 'out', 'of', 'suspicion', 'was', 'acthally', 'quite', 'clever', '.', 'Right']"
1086,"[',', 'i', ""'ve"", 'investigated', 'sake', 'the', 'last', 'few', 'days', 'for', 'information', 'on', 'his', 'past', 'jobs', '.', 'Turns']"
1087,"['woman', 'living', 'right', 'beside', 'the', 'crime', 'scene', 'you', 'never', 'met', 'her', 'because', 'of', 'your', 'little', 'outburst', 'she', 'swore', 'up', 'and', 'down', 'she', 'had', ""n't"", 'seen', 'anything', 'so', 'i', 'paid', 'her', 'a', 'little', 'visit', 'you', 'know', ';', 'just', 'to', 'check', 'if', 'her', 'version', 'of', 'tale', 'would', 'still', 'be', 'the', 'same', 'now', 'that', 'sake', ""'s"", 'death', 'is', 'all', 'over', 'the', 'papers', 'And', '?']"
1088,"['witnessed', 'everything', 'from', 'her', 'window', ',', 'but', 'sake', 'noticed', '.', 'and']"
1089,"['can', 'help', 'you', ',', 'but', 'for', 'this', 'to', 'work', 'you', ""'ll"", 'have', 'to', 'be', 'honest', 'about', 'what', 'happened', 'between', 'you', 'and', 'sake', '.', 'sqwnts']"
1090,"['we', 'went', 'to', 'the', 'circus', 'you', 'mentioned', 'having', 'had', 'a', 'little', 'chat', 'with', 'sake', 'a', 'few', 'days', 'before', '.', 'j']"
1091,"['if', 'the', 'witness', 'is', 'willing', 'to', 'change', 'her', 'statement', ',', 'we', ""'ll"", 'also', 'need', 'evidence', 'to', 'back', 'it', 'up', 'when', 'i', 'saved', 'sake', 'last', 'year', 'i', 'found', 'a', 'bottle', 'of', 'a', 'black', 'market', 'sedative', 'on', 'him', '.', '0']"
1092,"['Sake', 'would', ""'ve"", 'had', 'the', 'time', 'to', 'break', 'into', 'her', 'apartment', 'and', 'leave', 'before', 'we', 'reached', 'the', 'crime', 'scene', ':', 'it', 'would', ""n't"", 'be', 'the', 'first', 'time', 'a', 'witness', 'has', 'wanted', 'to', 'change', 'their', 'deposition', 'once', 'the', 'killer', 'is', 'dead', '.', 'except']"
1093,"['do', ""n't"", 'have', 'anything', 'else', 'to', 'prove', 'sake', ""'s"", 'guilt', 'here', '.', 'it']"
1094,"['ve', 'looked', 'at', 'the', 'file', 'she', 'compiled', 'on', 'sake', 'and', 'she', ""'s"", 'got', 'enough', 'evidence', 'to', 'open', 'an', 'investigation', ':', 'we', 'can', 'not', 'just', 'discard', 'her', 'work', '.', 'and']"
1095,"['recognized', 'sake', 'in', 'the', 'photograph', 'the', 'picture', 'was', 'taken', 'on', 'the', 'day', 'of', 'the', 'explosion', 'near', 'the', 'entrance', 'of', 'the', 'allendale', 'station', '.', 'but']"
1096,"['suspicions', 'were', 'confirmed', 'when', 'i', 'ran', 'into', 'sake', 'the', 'other', 'day', '.', 'sake']"
1097,"[""'s"", 'one', 'another', 'thing', 'sake', 'told', 'me', 'when', 'i', 'saw', 'him', ':', 'vu']"
1098,"['Sake', 'needed', 'me', 'to', 'steal', 'money', 'and', 'when', 'he', 'dragged', 'me', 'into', 'his', 'shady', 'business', '.', 'He']"
1099,"['have', ""n't"", 'had', 'much', 'fun', 'since', 'sake', '.', 'almost']"
1100,"['wanted', 'to', 'make', 'sure', 'sake', 'would', ""n't"", 'stab', 'her', 'to', 'death', 'in', 'a', 'backalley', 'before', 'i', 'm', 'ready', 'to', 'get', 'rid', 'of', 'Nca', 'Nothing', 'new', '.', 'has']"
1101,"['sake', 'was', 'killed', 'at', 'the', 'circus', ',', 'right', 'behind', 'the', 'artists', ""'"", 'tent', 'of', 'all', 'places', 'did', ""n't"", 'seem', 'like', 'the', 'type', 'to', 'go', 'to', 'circus', 'shows', 'for', 'fun', 'i', 'm', 'not', 'sure', 'how', 'that', 'connects', 'with', 'everything', 'else', ',', 'but', 'there', ""'s"", 'something', 'weird', '.', 'n']"
1102,"['she', ""'s"", 'been', 'trying', 'so', 'hard', 'to', 'redeem', 'herself', 'since', 'sake', '.', 'i']"
1103,"['know', 'Tim', 'sake', '.', 'He']"
1104,"['try', 'uncle', 'tristan', '.', 'see']"
1105,"['0i', 'body', 'due', 'to', 'the', 'all', 'the', 'november', ""'"", 'death', ':', '[', ""'"", '11.30', 'bate', 'time', ':', 'accident', ':', '(', 'estimated', '=', 'car', ""'"", 'death', ':', 't', 'cause', '=', 'explc', 'car', ""'s"", 'over', 'burns', '=', 'severe', 'description', ':', 'Uncle', 'tristan', '!']"
1106,['Tristan']
1107,"['you', 'have', 'moment', 'tristan', '?']"
1108,"['per', 'uslal', ',', 'tristan', ':', 'and', 'yourself', '?']"
1109,"['excuse', 'us', ',', 'tristan', '.', 'we']"
1110,"[""n't"", 'worry', 'tristan', '.', 'i']"
1111,"['us', ';', 'tristan', '.', 'Yes']"
1112,"[',', 'terribly', 'sorry', ',', 'tristan', '.', 'And']"
1113,"['on', ',', 'kym', 'i', 'ca', ""n't"", 'take', 'advantage', 'of', 'uncle', 'tristan', ""'s"", 'position', ':', 'Did', ""n't"", 'need', 'his', 'help', 'to', 'become', 'detective', 'and', 'wo', ""n't"", 'usf', 'to', 'get', 'my', 'rank', 'back', 'either', 'i', ""'d"", 'rather', 'end', 'up', 'on', 'the', 'streets', 'than', 'do', 'that', '.', 'know']"
1114,"['know', 'you', 'ca', ""n't"", 'always', 'believe', 'it', ',', 'so', 'let', 'me', ':', 'Someone', 'betrayed', 'the', 'snapdragon', ',', 'tristan', '.', 'The']"
1115,"[""n't"", 'that', 'viscount', 'redcliff', ""'s"", 'thing', '?']"
1116,"[',', 'by', 'the', 'end', 'of', 'this', 'week', ',', 'i', 'want', 'volunteers', 'to', 'work', 'security', 'for', 'viscount', 'redcliff', ""'s"", 'annual', 'ball', 'on', 'february', '17th', '.', 'tr']"
1117,"[""'s"", 'how', 'he', 'bought', 'his', 'viscount', 'title', ';', '7ows', 'N', 'thwd', '!']"
1118,"['will', 'be', 'held', 'at', 'viscount', 'redcliff', ""'s"", 'mansion', ',', 'as', 'part', 'of', 'the', 'annual', 'ball', 'he', 'organizes', '.', 'Apparently']"
1119,"['viscount', 'has', 'asked', 'a', 'couple', 'of', 'precincts', 'to', 'send', 'in', 'vollnteers', 'to', 'work', 'security', 'that', 'night', '.', 'I']"
1120,"['so', 'close', 'to', 'catching', 'him', 'also', ',', 'by', 'the', 'end', 'of', 'this', 'week', ',', 'i', 'want', 'vollnteers', 'to', 'work', 'security', 'for', 'viscount', 'redcliff', ""'s"", 'annual', 'ball', 'on', 'february', '17th', '.', 'Tr']"
1121,"['.', 'redcliff', 'built', 'the', 'circus', 'royale', 'company', 'from', 'scratch', 'fifteen', 'years', 'ago', 'started', 'out', 'leading', 'a', 'band', 'of', 'homeless', 'orphans', 'in', 'greychapel', ':', 'And', 'now', 'redcliff', ""'s"", 'one', 'of', 'the', 'richest', 'men', 'in', 'the', 'city', '.', 'that']"
1122,"['that', 'the', 'circus', 'royale', ""'s"", 'next', 'big', 'gig', 'is', 'the', 'reception', 'for', 'redcliff', ""'s"", 'ball', 'hmmm', ',', 'okay', ',', 'and', '?']"
1123,"['please', 'try', 'to', 'be', 'precise', '.', 'zephyr']"
